id,tgl_rakit,tgl_pasang,bulan,tahun,no_po,ukuran,jumlah,satuan,lokasi,tahun_tanam,estate,divisi,status,status2,keterangan,periode,ukuran2,bln_name,x,y
206,2024-06-09,2024-06-09,June,2024,,Diameter 1 X 6 Mtr,1,Unit,F26,2021.0,Tugang,1,Inti,Terpasang,Pembelian Tahap 2,2024-06-30,1 X 6,Jun,111.1852,0.48689
207,2023-09-04,2023-09-04,September,2023,,Diameter 1 X 6 Mtr,1,Unit,F27,2009.0,Tugang,1,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.17616,0.48813
208,2023-08-12,2023-08-14,August,2023,,Diameter 1 X 6 Mtr,1,Unit,A16,2020.0,Melamor,1,Inti,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 6,Aug,111.26041666666669,0.5117999999999999
209,2023-08-18,2023-08-19,August,2023,,Diameter 1.5 X 6 Mtr,1,Unit,A16,2021.0,Melamor,1,Inti,Terpasang,Pembelian Tahap 1,2023-08-31,1.5 X 6,Aug,111.25996666666668,0.5084500000000001
210,2023-09-13,2023-09-15,September,2023,,Diameter 2 X 6 Mtr,1,Unit,A21,2009.0,Melamor,2,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,2 X 6,Sep,111.26339888888889,0.4776230555555555
211,2023-08-15,2023-08-24,August,2023,,Diameter 1 X 6 Mtr,1,Unit,A22,2021.0,Melamor,2,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Aug,111.27068694444444,0.4900888888888889
212,2024-02-19,2024-02-20,February,2024,,Diameter 1 X 6 Mtr,1,Unit,A22,2021.0,Melamor,2,Plasma,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 6,Feb,111.270366132854,0.490223078061619
213,2023-08-23,2023-08-25,August,2023,,Diameter 1 X 6 Mtr,1,Unit,A28,2011.0,Melamor,1,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Aug,111.26086666666669,0.52205
214,2023-09-05,2023-09-08,September,2023,,Diameter 1 X 6 Mtr,1,Unit,A29,2012.0,Melamor,1,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.2717,0.5305333333333333
215,2023-09-07,2023-09-09,September,2023,,Diameter 1 X 6 Mtr,1,Unit,A29,2020.0,Melamor,1,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.2715,0.529
216,2024-01-23,2024-01-25,January,2024,,Diameter 1 X 6 Mtr,1,Unit,A31,2020.0,Melamor,1,Plasma,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 6,Jan,111.265046,0.540854
217,2024-01-24,2024-01-26,January,2024,,Diameter 1 X 6 Mtr,1,Unit,A31,2021.0,Melamor,1,Plasma,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 6,Jan,111.264083,0.542983
218,2024-01-24,2024-01-26,January,2024,,Diameter 1 X 6 Mtr,1,Unit,A31,2020.0,Melamor,1,Plasma,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 6,Jan,111.262297,0.539055
219,2023-08-25,2023-08-28,August,2023,,Diameter 1 X 6 Mtr,1,Unit,A32,2011.0,Melamor,2,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Aug,111.2746,0.484238
220,2023-09-07,2023-09-09,September,2023,,Diameter 1 X 6 Mtr,1,Unit,A34,2020.0,Melamor,1,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.2858,0.5276166666666666
221,2023-09-13,2023-09-15,September,2023,,Diameter 1 X 6 Mtr,1,Unit,A34,2020.0,Melamor,1,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.28138333333334,0.5296166666666667
222,2023-09-18,2023-09-19,September,2023,,Diameter 1 X 6 Mtr,1,Unit,A34,2020.0,Melamor,1,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.28716666666666,0.5293
223,2023-09-03,2023-09-05,September,2023,,Diameter 1 X 6 Mtr,1,Unit,A36,2020.0,Melamor,1,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.275,0.5205
224,2024-02-24,2024-02-26,February,2024,,Diameter 1 X 6 Mtr,1,Unit,A37,2020.0,Melamor,1,Plasma,Terpasang,Pembelian Tahap 2,2024-03-31,1 X 6,Feb,111.28377588,0.5281174
225,2024-03-19,2024-03-22,March,2024,,Diameter 1 X 6 Mtr,1,Unit,A37,2020.0,Melamor,1,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 6,Mar,111.283646,0.529961
226,2023-09-03,2023-09-05,September,2023,,Diameter 1 X 6 Mtr,1,Unit,A38,2020.0,Melamor,1,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.27703333333334,0.53805
227,2023-09-20,2023-09-21,September,2023,,Diameter 1 X 6 Mtr,1,Unit,A38,2020.0,Melamor,1,Plasma,Terpasang,Pembelian Tahap 1,2023-10-31,1 X 6,Sep,111.28113333333332,0.5406333333333334
228,2024-01-10,2024-01-12,January,2024,,Diameter 1 X 6 Mtr,1,Unit,A38,2020.0,Melamor,1,Plasma,Terpasang,Pembelian Tahap 2,2024-01-31,1 X 6,Jan,111.274757,0.545217
229,2023-09-06,2023-09-06,September,2023,,Diameter 1 X 6 Mtr,1,Unit,F27,2009.0,Tugang,1,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.1724,0.48673
230,2023-09-13,2023-09-13,September,2023,,Diameter 1 X 6 Mtr,1,Unit,F27,2009.0,Tugang,1,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.17357,0.48613
231,2024-07-03,2024-07-03,July,2024,,Diameter 1 X 6 Mtr,1,Unit,G13,2020.0,Tugang,4,Inti,Terpasang,Pembelian Tahap 2,2024-07-31,1 X 6,Jul,111.18217,0.52491
232,2024-07-03,2024-07-03,July,2024,,Diameter 1 X 6 Mtr,1,Unit,G13,2020.0,Tugang,4,Inti,Terpasang,Pembelian Tahap 2,2024-07-31,1 X 6,Jul,111.18247,0.52457
233,2023-09-05,2023-09-04,September,2023,,Diameter 1 X 6 Mtr,1,Unit,G16,2009.0,Tugang,4,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.16113,0.51921
234,2024-07-04,2024-07-04,July,2024,,Diameter 1 X 6 Mtr,1,Unit,G16,2020.0,Tugang,4,Inti,Terpasang,Pembelian Tahap 2,2024-07-31,1 X 6,Jul,111.15985,0.51758
235,2024-07-04,2024-07-04,July,2024,,Diameter 1 X 6 Mtr,1,Unit,G16,2020.0,Tugang,4,Inti,Terpasang,Pembelian Tahap 2,2024-07-31,1 X 6,Jul,111.15848,0.52045
236,2024-07-23,2024-07-23,July,2024,,Diameter 1 X 6 Mtr,1,Unit,G17,2021.0,Tugang,4,Plasma,Terpasang,Pembelian Tahap 2,2024-08-31,1 X 6,Jul,111.17174,0.53551
237,2024-07-24,2024-07-24,July,2024,,Diameter 1 X 6 Mtr,1,Unit,G17,2021.0,Tugang,4,Plasma,Terpasang,Pembelian Tahap 2,2024-08-31,1 X 6,Jul,111.17364,0.5357
238,2024-07-03,2024-07-03,July,2024,,Diameter 1 X 6 Mtr,1,Unit,G17,2020.0,Tugang,4,Plasma,Terpasang,Pembelian Tahap 2,2024-07-31,1 X 6,Jul,111.17364,0.53693
239,2024-07-01,2024-07-01,July,2024,,Diameter 1 X 6 Mtr,1,Unit,G19,2021.0,Tugang,4,Inti,Terpasang,Pembelian Tahap 2,2024-07-31,1 X 6,Jul,111.15186,0.52319
240,2024-02-13,2024-02-13,February,2024,,Diameter 1 X 6 Mtr,1,Unit,G20,2022.0,Tugang,4,Plasma,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 6,Feb,111.17464,0.54227
241,2024-07-04,2024-07-04,July,2024,,Diameter 1 X 6 Mtr,1,Unit,G22,2020.0,Tugang,4,Inti,Terpasang,Pembelian Tahap 2,2024-07-31,1 X 6,Jul,111.1558,0.52888
242,2023-09-09,2023-09-09,September,2023,,Diameter 1 X 6 Mtr,1,Unit,G23,2010.0,Tugang,4,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.15304,0.53612
243,2023-09-09,2023-09-09,September,2023,,Diameter 1 X 6 Mtr,1,Unit,G28,2010.0,Tugang,4,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.14644,0.53005
244,2024-04-02,2024-04-02,April,2024,,Diameter 1 X 6 Mtr,1,Unit,H01,2021.0,Tugang,5,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 6,Apr,111.14082,0.49389
245,2024-04-03,2024-04-03,April,2024,,Diameter 1 X 6 Mtr,1,Unit,H01,2021.0,Tugang,5,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 6,Apr,111.14134,0.49528
246,2024-04-01,2024-04-01,April,2024,,Diameter 1 X 6 Mtr,1,Unit,H01,2021.0,Tugang,5,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 6,Apr,111.14195,0.49373
247,2024-04-16,2024-04-16,April,2024,,Diameter 1 X 6 Mtr,1,Unit,H01,2021.0,Tugang,5,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 6,Apr,111.1415,0.49615
248,2024-03-13,2024-03-12,March,2024,,Diameter 1 X 6 Mtr,1,Unit,H02,2022.0,Tugang,5,Plasma,Terpasang,Pembelian Tahap 2,2024-03-31,1 X 6,Mar,111.14314,0.50138
249,2024-03-13,2024-03-12,March,2024,,Diameter 1 X 6 Mtr,1,Unit,H02,2022.0,Tugang,5,Plasma,Terpasang,Pembelian Tahap 2,2024-03-31,1 X 6,Mar,111.14063,0.50147
250,2023-09-30,2023-09-30,September,2023,,Diameter 1 X 6 Mtr,1,Unit,H03,2009.0,Tugang,5,Plasma,Terpasang,Pembelian Tahap 1,2023-10-31,1 X 6,Sep,11.144831,0.50221
251,2024-03-14,2024-03-14,March,2024,,Diameter 1 X 6 Mtr,1,Unit,H03,2021.0,Tugang,5,Plasma,Terpasang,Pembelian Tahap 2,2024-03-31,1 X 6,Mar,111.1451,0.50156
252,2024-03-29,2024-03-29,March,2024,,Diameter 1 X 6 Mtr,1,Unit,H07,2009.0,Tugang,5,Inti,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 6,Mar,111.15114,0.50946
253,2023-09-14,2023-09-14,September,2023,,Diameter 1 X 6 Mtr,1,Unit,H09,2009.0,Tugang,5,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,111.14145,0.50968
254,2023-09-27,2023-09-27,September,2023,,Diameter 1.5 X 6 Mtr,1,Unit,H09,2009.0,Tugang,5,Plasma,Terpasang,Pembelian Tahap 1,2023-10-31,1.5 X 6,Sep,111.14256,0.50905
255,2023-09-27,2023-09-27,September,2023,,Diameter 1 X 6 Mtr,1,Unit,H09,2023.0,Tugang,5,Plasma,Terpasang,Pembelian Tahap 1,2023-10-31,1 X 6,Sep,111.14145,0.50939
256,2023-08-30,2023-08-30,August,2023,,Diameter 1 X 6 Mtr,1,Unit,H11,2009.0,Tugang,5,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Aug,111.15273,0.51651
257,2023-08-24,2023-08-24,August,2023,,Diameter 1 X 6 Mtr,1,Unit,H13,2010.0,Tugang,5,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Aug,111.14998,0.52122
258,2024-07-18,2024-07-18,July,2024,,Diameter 1 X 6 Mtr,1,Unit,H14,2021.0,Tugang,5,Inti,Terpasang,Pembelian Tahap 2,2024-07-31,1 X 6,Jul,111.14893,0.52231
259,2024-07-18,2024-07-18,July,2024,,Diameter 1 X 6 Mtr,1,Unit,H15,2020.0,Tugang,5,Inti,Terpasang,Pembelian Tahap 2,2024-07-31,1 X 6,Jul,111.14429,0.52192
260,2023-08-25,2023-09-01,September,2023,,Diameter 1 X 5 Mtr,1,Unit,H17,2009.0,Mulau,1,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,,
261,2023-08-15,2023-08-26,August,2023,,Diameter 1 X 5 Mtr,1,Unit,H18,2009.0,Mulau,1,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Aug,111.1332,0.5194500000000001
262,2023-08-16,2023-08-29,August,2023,,Diameter 1 X 5 Mtr,1,Unit,H18,2009.0,Mulau,1,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Aug,111.13061666666664,0.5182000000000001
263,2023-09-02,2023-09-05,September,2023,,Diameter 1 X 5 Mtr,1,Unit,H21,2009.0,Mulau,1,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,111.13728333333334,0.5267166666666667
264,2023-09-02,2023-09-07,September,2023,,Diameter 1 X 5 Mtr,1,Unit,H21,2009.0,Mulau,1,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,111.13866666666668,0.5275000000000001
265,2023-09-19,2024-02-21,February,2024,,Diameter 2 X 6 Mtr,1,Unit,H23,2020.0,Mulau,1,Inti,Terpasang,Pembelian Tahap 1,2024-03-31,2 X 6,Feb,111.14977,0.535988
266,2024-01-22,2024-02-21,February,2024,,Diameter 1 X 5 Mtr,1,Unit,H24,2010.0,Mulau,1,Inti,Terpasang,Pembelian Tahap 2,2024-03-31,1 X 5,Feb,111.133476,0.528673
267,2024-02-22,2024-04-04,April,2024,,Diameter 1 X 5 Mtr,1,Unit,H31,2020.0,Mulau,1,Inti,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Apr,111.14075,0.538723
268,2024-02-22,2024-04-04,April,2024,,Diameter 1 X 5 Mtr,1,Unit,H31,2010.0,Mulau,1,Inti,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Apr,111.141567,0.53663
269,2023-09-09,2023-09-12,September,2023,,Diameter 1 X 5 Mtr,1,Unit,H32,2010.0,Mulau,1,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,111.136905,0.54086
270,2024-02-21,2024-04-03,April,2024,,Diameter 1 X 5 Mtr,1,Unit,H32,2020.0,Mulau,1,Inti,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Apr,111.136905,0.54086
271,2023-09-09,2023-09-12,September,2023,,Diameter 1 X 5 Mtr,1,Unit,H33,2010.0,Mulau,1,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,,
272,2023-09-08,2023-09-13,September,2023,,Diameter 1 X 5 Mtr,1,Unit,H33,2010.0,Mulau,1,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,,
273,2023-08-19,2023-08-24,August,2023,,Diameter 1 X 5 Mtr,1,Unit,H38,2013.0,Mulau,1,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Aug,111.1082,0.5280833333333333
274,2024-01-21,2024-02-15,February,2024,,Diameter 1 X 5 Mtr,1,Unit,H38,2021.0,Mulau,1,Plasma,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 5,Feb,111.111399,0.526357
275,2024-01-20,2024-02-13,February,2024,,Diameter 1 X 5 Mtr,1,Unit,H39,2013.0,Mulau,1,Plasma,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 5,Feb,111.105827,0.530748
276,2024-01-22,2024-03-08,March,2024,,Diameter 1 X 5 Mtr,1,Unit,H40,2013.0,Mulau,1,Plasma,Terpasang,Pembelian Tahap 2,2024-03-31,1 X 5,Mar,111.104962,0.532282
277,2024-01-23,2024-03-12,March,2024,,Diameter 1 X 5 Mtr,1,Unit,H40,2013.0,Mulau,1,Plasma,Terpasang,Pembelian Tahap 2,2024-03-31,1 X 5,Mar,111.106537,0.535145
278,2024-01-22,2024-02-19,February,2024,,Diameter 1 X 5 Mtr,1,Unit,H42,2013.0,Mulau,1,Plasma,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 5,Feb,111.107207,0.53623
279,2024-01-21,2024-02-19,February,2024,,Diameter 1 X 5 Mtr,1,Unit,H43,2022.0,Mulau,1,Plasma,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 5,Feb,111.106178,0.539913
280,2024-01-23,2024-03-13,March,2024,,Diameter 1 X 5 Mtr,1,Unit,H45,2013.0,Mulau,1,Plasma,Terpasang,Pembelian Tahap 2,2024-03-31,1 X 5,Mar,111.10271,0.530913
281,2023-08-03,2023-08-21,August,2023,,Diameter 1 X 5 Mtr,1,Unit,H46,2013.0,Mulau,1,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Aug,111.10334194444444,0.5314361111111111
282,2023-08-12,2023-08-22,August,2023,,Diameter 1 X 5 Mtr,1,Unit,H46,2013.0,Mulau,1,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Aug,111.09975,0.5337833333333333
283,2024-01-20,2024-02-12,February,2024,,Diameter 1 X 5 Mtr,1,Unit,H46,2022.0,Mulau,1,Plasma,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 5,Feb,111.098113,0.534188
284,2023-08-03,2023-08-08,August,2023,,Diameter 1 X 5 Mtr,1,Unit,I01,2022.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 5,Aug,111.1325547222222,0.5487569444444444
285,2023-09-03,2023-09-05,September,2023,,Diameter 1 X 5 Mtr,1,Unit,I01,2011.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,111.13775,0.5485333333333333
286,2023-09-05,2023-09-08,September,2023,,Diameter 1 X 5 Mtr,1,Unit,I01,2021.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,111.1353,0.5489499999999999
287,2023-09-09,2023-09-20,September,2023,,Diameter 1 X 5 Mtr,1,Unit,J07,2011.0,Mulau,4,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,,
288,2023-09-05,2023-09-08,September,2023,,Diameter 1 X 5 Mtr,1,Unit,I01,2021.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,111.13725,0.5485
289,2023-09-09,2023-09-16,September,2023,,Diameter 1 X 5 Mtr,1,Unit,I01,2011.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,111.13836666666668,0.55045
290,2023-09-09,2023-09-18,September,2023,,Diameter 2 X 6 Mtr,1,Unit,I01,2011.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,2 X 6,Sep,,
291,2024-02-22,2024-04-06,April,2024,,Diameter 1 X 5 Mtr,1,Unit,I01,2021.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Apr,111.13225,0.552413
292,2024-02-22,2024-04-06,April,2024,,Diameter 1 X 5 Mtr,1,Unit,I01,2022.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Apr,111.140948,0.550767
293,2023-05-15,2023-08-28,August,2023,,Diameter 1 X 5 Mtr,1,Unit,I03,2011.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Aug,111.12491666666666,0.54
294,2023-08-15,2023-08-30,August,2023,,Diameter 1 X 5 Mtr,1,Unit,I04,2009.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Aug,,
295,2023-09-08,2023-09-13,September,2023,,Diameter 1 X 5 Mtr,1,Unit,I05,2009.0,Mulau,2,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,,
296,2023-08-03,2023-08-18,August,2023,,Diameter 1 X 5 Mtr,1,Unit,I08,2022.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 5,Aug,,
297,2023-09-13,2023-09-22,September,2023,,Diameter 1 X 5 Mtr,1,Unit,I12,2020.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 1,2023-10-31,1 X 5,Sep,,
298,2023-08-15,2023-08-30,August,2023,,Diameter 1 X 5 Mtr,1,Unit,I13,2012.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Aug,111.12058333333331,0.5462
299,2023-08-15,2023-08-31,August,2023,,Diameter 1 X 5 Mtr,1,Unit,I13,2021.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Aug,111.12503333333332,0.5486166666666666
300,2023-08-15,2023-08-31,August,2023,,Diameter 1 X 5 Mtr,1,Unit,I13,2021.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Aug,111.13013333333332,0.5535500000000001
301,2023-09-13,2023-09-22,September,2023,,Diameter 1 X 5 Mtr,1,Unit,I13,2022.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 1,2023-10-31,1 X 5,Sep,111.12988333333332,0.5516166666666668
302,2024-02-21,2024-04-04,April,2024,,Diameter 1 X 5 Mtr,1,Unit,I13,2021.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Apr,111.125668,0.547022
303,2023-09-14,2023-09-25,September,2023,,Diameter 1 X 5 Mtr,1,Unit,I14,2011.0,Mulau,3,Inti,Terpasang,Pembelian Tahap 1,2023-10-31,1 X 5,Sep,111.12566805555556,0.5470219444444444
304,2024-01-20,2024-01-31,January,2024,,Diameter 1 X 5 Mtr,1,Unit,I14,2021.0,Mulau,3,Inti,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 5,Jan,111.132267,0.559772
305,2024-01-20,2024-02-02,February,2024,,Diameter 1 X 5 Mtr,1,Unit,I14,2011.0,Mulau,3,Inti,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 5,Feb,111.13081,0.559365
306,2024-02-18,2024-03-21,March,2024,,Diameter 2 X 6 Mtr,1,Unit,I14,2011.0,Mulau,3,Inti,Terpasang,Pembelian Tahap 2,2024-04-30,2 X 6,Mar,111.133447,0.559307
307,2023-08-16,2023-08-19,August,2023,,Diameter 1 X 5 Mtr,1,Unit,I15,2011.0,Mulau,3,Inti,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 5,Aug,111.13344694444446,0.5593069444444445
308,2024-01-23,2024-03-12,March,2024,,Diameter 1 X 5 Mtr,1,Unit,I15,2011.0,Mulau,3,Inti,Terpasang,Pembelian Tahap 2,2024-03-31,1 X 5,Mar,111.126932,0.564898
309,2023-09-02,2023-09-08,September,2023,,Diameter 1 X 5 Mtr,1,Unit,I16,2010.0,Mulau,3,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,111.12004444444445,0.5630058333333334
310,2023-09-08,2023-09-14,September,2023,,Diameter 1 X 6 Mtr,1,Unit,I16,2010.0,Mulau,3,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 6,Sep,,
311,2023-09-09,2023-09-15,September,2023,,Diameter 1 X 5 Mtr,1,Unit,I16,2010.0,Mulau,3,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,,
312,2024-01-21,2024-02-15,February,2024,,Diameter 1 X 5 Mtr,1,Unit,I16,2010.0,Mulau,3,Inti,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 5,Feb,111.119778,0.560623
313,2023-08-03,2023-08-07,August,2023,,Diameter 1 X 5 Mtr,1,Unit,I17,2011.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 5,Aug,,
314,2023-09-13,2023-09-22,September,2023,,Diameter 1 X 5 Mtr,1,Unit,I17,2011.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 1,2023-10-31,1 X 5,Sep,,
315,2024-02-20,2024-03-26,March,2024,,Diameter 1 X 5 Mtr,1,Unit,I17,2022.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Mar,111.116837,0.557462
