id,tgl_rakit,tgl_pasang,bulan,tahun,no_po,ukuran,jumlah,satuan,lokasi,tahun_tanam,estate,divisi,status,status2,keterangan,periode,ukuran2,bln_name,x,y
316,2024-02-20,2024-04-01,April,2024,,Diameter 1 X 5 Mtr,1,Unit,I17,2011.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Apr,111.11979,0.559213
317,2024-02-20,2024-04-01,April,2024,,Diameter 1 X 5 Mtr,1,Unit,I17,2022.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Apr,111.119742,0.553962
318,2024-02-19,2024-03-25,March,2024,,Diameter 1 X 5 Mtr,1,Unit,I18,2010.0,Mulau,2,Inti,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Mar,111.113535,0.558523
319,2023-09-19,2023-09-23,September,2023,,Diameter 1 X 6 Mtr,1,Unit,I19,2010.0,Mulau,3,Inti,Terpasang,Pembelian Tahap 1,2023-10-31,1 X 6,Sep,111.10641666666666,0.5583333333333333
320,2023-08-04,2023-08-05,August,2023,,Diameter 1 X 5 Mtr,1,Unit,I20,2010.0,Mulau,3,Plasma,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 5,Aug,111.10787694444444,0.5620350000000001
321,2023-09-09,2023-09-19,September,2023,,Diameter 1 X 5 Mtr,1,Unit,I20,2010.0,Mulau,3,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,111.10867,0.5610769444444444
322,2024-01-24,2024-03-14,March,2024,,Diameter 1 X 5 Mtr,1,Unit,I20,2010.0,Mulau,3,Plasma,Terpasang,Pembelian Tahap 2,2024-03-31,1 X 5,Mar,111.107877,0.562035
323,2024-01-24,2024-03-14,March,2024,,Diameter 1 X 5 Mtr,1,Unit,I20,2010.0,Mulau,3,Plasma,Terpasang,Pembelian Tahap 2,2024-03-31,1 X 5,Mar,111.10867,0.561077
324,2024-03-26,2024-07-01,July,2024,,Diameter 1 X 6 Mtr,1,Unit,I20,2010.0,Mulau,3,Plasma,Terpasang,Pembelian Tahap 2,2024-07-31,1 X 6,Jul,111.111343,0.5845
325,2023-09-09,2023-09-12,September,2023,,Diameter 1 X 5 Mtr,1,Unit,I21,2010.0,Mulau,3,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,,
326,2023-09-09,2023-09-18,September,2023,,Diameter 1 X 5 Mtr,1,Unit,I21,2010.0,Mulau,3,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,,
327,2024-02-25,2024-04-24,April,2024,,Diameter 1 X 5 Mtr,1,Unit,I21,2010.0,Mulau,3,Plasma,Terpasang,Pembelian Tahap 2,2024-05-31,1 X 5,Apr,111.109007,0.569588
328,2024-01-23,2024-03-12,March,2024,,Diameter 1 X 5 Mtr,1,Unit,I22,2010.0,Mulau,3,Inti,Terpasang,Pembelian Tahap 2,2024-03-31,1 X 5,Mar,111.113653,0.56619
329,2024-01-24,2024-03-13,March,2024,,Diameter 1 X 5 Mtr,1,Unit,I28,2010.0,Mulau,3,Inti,Terpasang,Pembelian Tahap 2,2024-03-31,1 X 5,Mar,111.115642,0.569447
330,2024-02-25,2024-04-24,April,2024,,Diameter 1 X 5 Mtr,1,Unit,I32,2011.0,Mulau,3,Inti,Terpasang,Pembelian Tahap 2,2024-05-31,1 X 5,Apr,111.115615,0.582622
331,2023-08-19,2023-08-29,August,2023,,Diameter 1 X 5 Mtr,1,Unit,J04,2020.0,Mulau,4,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Aug,111.13333333333334,0.5688666666666666
332,2024-02-19,2024-03-23,March,2024,,Diameter 1 X 5 Mtr,1,Unit,J04,2011.0,Mulau,4,Inti,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Mar,111.133975,0.571452
333,2023-08-19,2023-09-04,September,2023,,Diameter 1 X 5 Mtr,1,Unit,J05,2011.0,Mulau,4,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,,
334,2023-09-13,2023-09-22,September,2023,,Diameter 1 X 5 Mtr,1,Unit,J06,2021.0,Mulau,4,Inti,Terpasang,Pembelian Tahap 1,2023-10-31,1 X 5,Sep,,
335,2023-08-19,2023-09-02,September,2023,,Diameter 1 X 5 Mtr,1,Unit,J08,2011.0,Mulau,4,Inti,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,,
336,2024-01-21,2024-02-06,February,2024,,Diameter 1 X 5 Mtr,1,Unit,J08,2021.0,Mulau,4,Inti,Terpasang,Pembelian Tahap 2,2024-02-29,1 X 5,Feb,111.144303,0.57147
337,2024-01-24,2024-03-20,March,2024,,Diameter 1 X 5 Mtr,1,Unit,J12,2011.0,Mulau,4,Inti,Terpasang,Pembelian Tahap 2,2024-03-31,1 X 5,Mar,111.149037,0.588867
338,2023-09-15,2024-02-27,February,2024,,Diameter 3 X 6 Mtr,1,Unit,J23,2021.0,Mulau,5,Inti,Terpasang,Pembelian Tahap 1,2024-03-31,3 X 6,Feb,111.14901,0.58902
339,2023-08-05,2023-08-22,August,2023,,Diameter 1 X 5 Mtr,1,Unit,J25,2011.0,Mulau,4,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Aug,,
340,2024-01-24,2024-03-20,March,2024,,Diameter 1 X 5 Mtr,1,Unit,J25,2011.0,Mulau,4,Plasma,Terpasang,Pembelian Tahap 2,2024-03-31,1 X 5,Mar,111.150362,0.58816
341,2023-08-15,2023-08-30,August,2023,,Diameter 1 X 5 Mtr,1,Unit,J27,2011.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Aug,,
342,2023-09-19,2023-10-04,October,2023,,Diameter 2 X 6 Mtr,1,Unit,J27,2021.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 1,2023-10-31,2 X 6,Oct,,
343,2024-02-20,2024-03-28,March,2024,,Diameter 1 X 5 Mtr,1,Unit,J27,2011.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Mar,111.126863,0.59083
344,2024-01-22,2024-03-04,March,2024,,Diameter 1 X 5 Mtr,1,Unit,J28,2020.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 2,2024-03-31,1 X 5,Mar,111.124685,0.592582
345,2023-08-15,2023-08-31,August,2023,,Diameter 1 X 5 Mtr,1,Unit,J30,2011.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Aug,,
346,2024-03-25,2024-05-22,May,2024,,Diameter 2 X 6 Mtr,1,Unit,J30,2022.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 2,2024-06-30,2 X 6,May,111.146725,0.602788
347,2023-08-16,2023-08-29,August,2023,,Diameter 1 X 5 Mtr,1,Unit,J31,2011.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Aug,,
348,2023-09-15,2023-09-23,September,2023,,Diameter 1.5 X 5 Mtr,1,Unit,J33,2012.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 1,2023-10-31,1.5 X 5,Sep,,
349,2024-02-23,2024-04-16,April,2024,,Diameter 1 X 5 Mtr,1,Unit,J33,2012.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Apr,111.14696,0.610765
350,2024-03-25,2024-05-17,May,2024,,Diameter 1 X 5 Mtr,1,Unit,J33,2022.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 2,2024-05-31,1 X 5,May,111.14396,0.607267
351,2024-02-19,2024-03-22,March,2024,,Diameter 1 X 5 Mtr,1,Unit,J43,2022.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Mar,111.132698,0.60617
352,2024-03-19,2024-03-25,March,2024,,Diameter 2 X 6 Mtr,1,Unit,J44,2022.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,2 X 6,Mar,111.133975,0.608008
353,2024-03-25,2024-05-16,May,2024,,Diameter 1 X 5 Mtr,1,Unit,J46,2022.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 2,2024-05-31,1 X 5,May,111.133512,0.615457
354,2023-09-08,2023-09-14,September,2023,,Diameter 1 X 5 Mtr,1,Unit,J50,2021.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 1,2023-09-30,1 X 5,Sep,,
355,2024-01-22,2024-03-05,March,2024,,Diameter 1 X 5 Mtr,1,Unit,J50,2021.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 2,2024-03-31,1 X 5,Mar,111.12254,0.602156
356,2024-02-23,2024-04-09,April,2024,,Diameter 1 X 5 Mtr,1,Unit,J50,2022.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Apr,111.1216,0.601162
357,2023-08-12,2023-08-19,August,2023,,Diameter 1 X 5 Mtr,1,Unit,J53,2023.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 1,2023-08-31,1 X 5,Aug,111.12778333333333,0.61
358,2024-02-19,2024-03-26,March,2024,,Diameter 1 X 5 Mtr,1,Unit,J53,2022.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Mar,111.128122,0.608198
359,2024-02-20,2024-04-01,April,2024,,Diameter 1 X 5 Mtr,1,Unit,J53,2022.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Apr,111.126212,0.610102
360,2024-02-21,2024-04-02,April,2024,,Diameter 1 X 5 Mtr,1,Unit,J54,2022.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Apr,111.12612,0.610508
361,2024-02-21,2024-04-04,April,2024,,Diameter 2 X 6 Mtr,1,Unit,J54,2023.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,2 X 6,Apr,111.120887,0.611606
362,2024-02-22,2024-04-06,April,2024,,Diameter 1 X 5 Mtr,1,Unit,J54,2022.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Apr,111.123781,0.613156
363,2024-02-24,2024-04-18,April,2024,,Diameter 1 X 5 Mtr,1,Unit,J54,2022.0,Mulau,5,Plasma,Terpasang,Pembelian Tahap 2,2024-04-30,1 X 5,Apr,111.125272,0.61256
364,2024-01-17,2024-04-30,April,2024,,Diameter 2 X 6 Mtr,1,Unit,Jalan Poros Pakan(Sungai Nyala),,Sedadung,3,Inti,Terpasang,Pembelian Tahap 2,2024-05-31,2 X 6,Apr,111.192629,0.479598
365,2023-10-09,2023-10-09,October,2023,,Diameter 3 X 6 Mtr,1,Unit,Pemda Seloi,,Ngaring,1,PEMDA,Terpasang,Pembelian Tahap 1,2023-10-31,3 X 6,Oct,111.08598722222222,0.4962447222222222
366,2024-10-14,2024-10-22,October,2024,,Diameter 1 X 5 Mtr,1,Unit,J04,2011.0,Mulau,4,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,1 X 5,Oct,,
367,2024-10-14,2024-10-22,October,2024,,Diameter 1 X 5 Mtr,1,Unit,J04,2011.0,Mulau,4,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,1 X 5,Oct,,
368,2024-10-16,2024-10-23,October,2024,,Diameter 1 X 5 Mtr,1,Unit,J41,2021.0,Mulau,5,Plasma,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,1 X 5,Oct,,
369,2024-10-14,2024-10-26,October,2024,,Diameter 1 X 5 Mtr,1,Unit,J01,2011.0,Mulau,4,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,1 X 5,Oct,,
370,2024-10-07,2024-10-12,October,2024,,Diameter 0.5 X 6 Mtr,1,Unit,D14,2008.0,Sedadung,4,Plasma,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,0.5 X 6,Oct,,
371,2024-10-07,2024-10-14,October,2024,,Diameter 0.5 X 6 Mtr,1,Unit,E23,2022.0,Sedadung,6,Plasma,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,0.5 X 6,Oct,,
372,2024-10-22,2024-10-26,October,2024,,Diameter 0.5 X 6 Mtr,1,Unit,E36,2021.0,Sedadung,6,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,0.5 X 6,Oct,,
373,2024-10-07,2024-10-15,October,2024,,Diameter 0.5 X 6 Mtr,1,Unit,E08,2008.0,Sedadung,5,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,0.5 X 6,Oct,,
374,2024-10-22,2024-10-24,October,2024,,Diameter 1 X 6 Mtr,1,Unit,E12,2010.0,Sedadung,5,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,1 X 6,Oct,,
375,2024-10-22,2024-10-25,October,2024,,Diameter 0.5 X 6 Mtr,1,Unit,E08,2008.0,Sedadung,5,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,0.5 X 6,Oct,,
376,2024-10-22,2024-10-30,October,2024,,Diameter 1 X 6 Mtr,1,Unit,E12,2022.0,Sedadung,5,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,1 X 6,Oct,,
377,2024-10-14,2024-10-26,October,2024,,Diameter 1 X 5 Mtr,1,Unit,J01,2011.0,Mulau,4,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,1 X 5,Oct,,
378,2024-10-14,2024-10-30,October,2024,,Diameter 1 X 5 Mtr,1,Unit,J02,2021.0,Mulau,4,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,1 X 5,Oct,,
379,2024-10-18,2024-10-30,October,2024,,Diameter 1 X 5 Mtr,1,Unit,J02,2012.0,Mulau,4,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,1 X 5,Oct,,
380,2024-10-25,2024-10-31,October,2024,,Diameter 1 X 6 Mtr,1,Unit,A01,2008.0,Melamor,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,1 X 6,Oct,,
381,2024-10-25,2024-11-01,November,2024,,Diameter 1 X 6 Mtr,1,Unit,A07,2022.0,Melamor,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,1 X 6,Nov,,
382,2024-10-22,2024-11-04,November,2024,,Diameter 0.5 X 6 Mtr,1,Unit,C02,2008.0,Sedadung,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,0.5 X 6,Nov,,
383,2024-10-22,2024-11-01,November,2024,,Diameter 1 X 6 Mtr,1,Unit,E12,2022.0,Sedadung,5,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,1 X 6,Nov,,
384,2024-10-22,2024-11-02,November,2024,,Diameter 0.5 X 6 Mtr,1,Unit,E23,2022.0,Sedadung,6,Plasma,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,0.5 X 6,Nov,,
385,2024-10-07,2024-11-21,November,2024,,Diameter 1 X 6 Mtr,1,Unit,E23,2011.0,Sedadung,6,Plasma,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,1 X 6,Nov,,
386,2024-10-22,2024-11-24,November,2024,,Diameter 0.5 X 6 Mtr,1,Unit,E36,2021.0,Sedadung,6,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,0.5 X 6,Nov,,
387,2024-10-22,2024-11-11,November,2024,,Diameter 1 X 6 Mtr,1,Unit,C25,2022.0,Sedadung,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,1 X 6,Nov,,
388,2024-10-22,2024-11-09,November,2024,,Diameter 0.5 X 6 Mtr,1,Unit,C10,2008.0,Sedadung,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,0.5 X 6,Nov,,
389,2024-10-22,2024-11-11,November,2024,,Diameter 0.5 X 6 Mtr,1,Unit,C06,2008.0,Sedadung,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,0.5 X 6,Nov,,
390,2024-10-22,2024-11-17,November,2024,,Diameter 0.5 X 8 Mtr,1,Unit,C29,2009.0,Sedadung,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,0.5 X 8,Nov,,
391,2024-10-22,2024-11-14,November,2024,,Diameter 0.5 X 6 Mtr,1,Unit,D20,2008.0,Sedadung,4,Plasma,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,0.5 X 6,Nov,,
392,2024-10-22,2024-11-18,November,2024,,Diameter 0.5 X 6 Mtr,1,Unit,C24,2022.0,Sedadung,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,0.5 X 6,Nov,,
393,2024-10-22,2024-11-20,November,2024,,Diameter 0.5 X 6 Mtr,1,Unit,E20,2013.0,Sedadung,6,Plasma,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,0.5 X 6,Nov,,
394,2024-10-22,2024-11-22,November,2024,,Diameter 0.5 X 6 Mtr,1,Unit,E20,2021.0,Sedadung,6,Plasma,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,0.5 X 6,Nov,111.203111,0.524119
395,2024-10-22,2024-11-24,November,2024,,Diameter 0.5 X 6 Mtr,1,Unit,E36,2021.0,Sedadung,6,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,0.5 X 6,Nov,111.189381,0.524945
396,2024-10-25,2024-11-28,November,2024,,Diameter 1 X 6 Mtr,1,Unit,A22,2022.0,Melamor,2,Plasma,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,1 X 6,Nov,,
397,2024-10-25,2024-11-25,November,2024,,Diameter 0.5 X 6 Mtr,1,Unit,C26,2023.0,Sedadung,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,0.5 X 6,Nov,,
398,2024-10-14,2024-11-08,November,2024,,Diameter 1 X 5 Mtr,1,Unit,J30,2020.0,Mulau,5,Plasma,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 5,Nov,111.146957,0.60243
399,2024-11-16,2024-11-06,November,2024,,Diameter 1 X 5 Mtr,1,Unit,I17,2022.0,Mulau,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 5,Nov,111.121222,0.55282
400,2024-10-14,2024-11-09,November,2024,,Diameter 1 X 5 Mtr,1,Unit,J03,2012.0,Mulau,4,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 5,Nov,111.140725,0.563123
401,2024-10-17,2024-11-08,November,2024,,Diameter 1 X 5 Mtr,1,Unit,J03,2012.0,Mulau,4,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 5,Nov,111.14112,0.565782
402,2024-10-14,2024-11-08,November,2024,,Diameter 1 X 5 Mtr,1,Unit,J30,2020.0,Mulau,5,Plasma,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 5,Nov,111.146957,0.60243
403,2024-10-17,2024-11-13,November,2024,,Diameter 1 X 5 Mtr,1,Unit,H27,2009.0,Mulau,1,Plasma,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 5,Nov,111.12496,0.528375
404,2024-10-12,2024-11-19,November,2024,,Diameter 1 X 5 Mtr,1,Unit,H27,2009.0,Mulau,1,Plasma,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 5,Nov,111.127538,0.529672
405,2024-11-16,2024-11-22,November,2024,,Diameter 1 X 5 Mtr,1,Unit,H27,2009.0,Mulau,1,Plasma,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 5,Nov,111.125434,0.531132
406,2024-10-12,2024-11-23,November,2024,,Diameter 1 X 5 Mtr,1,Unit,H26,2009.0,Mulau,1,Plasma,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 5,Nov,111.128294,0.526555
407,2024-11-16,2024-11-23,November,2024,,Diameter 1 X 5 Mtr,1,Unit,H19,2009.0,Mulau,1,Plasma,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 5,Nov,111.127617,0.524997
408,2023-09-15,2023-09-25,September,2023,,Diameter 2 X 6 Mtr,1,Unit,H45,2013.0,Mulau,1,Plasma,Terpasang,Pembelian Tahap 1,2023-10-31,2 X 6,Sep,,
409,2024-10-14,2024-10-22,October,2024,,Diameter 1 X 5 Mtr,1,Unit,J04,2011.0,Mulau,4,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-11-30,1 X 5,Oct,,
410,2024-11-20,2024-11-23,November,2024,,Diameter 1 X 5 Mtr,1,Unit,I18,2010.0,Mulau,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 5,Nov,111.11359,0.55892
411,2024-11-20,2024-11-26,November,2024,,Diameter 1 X 5 Mtr,1,Unit,I02,2020.0,Mulau,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 5,Nov,111.12453,0.543252
412,2024-11-22,2024-11-23,November,2024,,Diameter 1 X 5 Mtr,1,Unit,I15,2011.0,Mulau,3,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 5,Nov,111.124235,0.565575
413,2024-11-23,2024-11-15,November,2024,,Diameter 1 X 5 Mtr,1,Unit,J01,2011.0,Mulau,4,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 5,Nov,111.138385,0.560812
414,2024-11-23,2024-11-14,November,2024,,Diameter 1 X 5 Mtr,1,Unit,J01,2011.0,Mulau,4,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 5,Nov,111.14168,0.557444
415,2024-11-28,2024-12-05,December,2024,,Diameter 1 X 6 Mtr,1,Unit,A36,2020.0,Melamor,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 6,Dec,,
416,2024-11-28,2024-12-05,December,2024,,Diameter 1 X 6 Mtr,1,Unit,A36,2020.0,Melamor,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 6,Dec,,
417,2024-11-28,2024-12-12,December,2024,,Diameter 1 X 6 Mtr,1,Unit,A26,2011.0,Melamor,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 6,Dec,,
418,2024-11-28,2024-12-12,December,2024,,Diameter 1 X 6 Mtr,1,Unit,A01,2022.0,Melamor,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 6,Dec,,
419,2024-11-28,2024-12-12,December,2024,,Diameter 1 X 6 Mtr,1,Unit,A13,2009.0,Melamor,2,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 6,Dec,,
420,2024-10-25,2024-12-17,December,2024,,Diameter 0.5 X 6 Mtr,1,Unit,C12,2023.0,Sedadung,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,0.5 X 6,Dec,111.220314,0.473945
421,2024-10-25,2024-12-19,December,2024,,Diameter 1 X 6 Mtr,1,Unit,E20,2022.0,Sedadung,6,Plasma,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2024-12-31,1 X 6,Dec,111.199517,0.525519
422,2024-10-25,2025-01-06,January,2025,,Diameter 0.5 X 6 Mtr,1,Unit,C04,2023.0,Sedadung,1,Inti,Terpasang,Pembelian PO : 1062/PO GUM/VIII-24/19 (PO 1),2025-01-31,0.5 X 6,Jan,111.219901,0.470092
