id,blok,estate,divisi,status_lahan,tahun_tanam,jenis_bibit,status_tanaman,blok_tt,jumlah_pokok,luas,sph
772,H12,Tugang,5,Inti,2021,Socfindo,TBM,H122021,406,2.9,140.0
773,H12,Tugang,5,Inti,2022,Socfindo,TBM,H122022,55,0.39,141.02564102564102
774,H13,Tugang,5,Inti,2010,Lonsum,TM,H132010,812,7.040000000000001,115.34090909090908
775,H13,Tugang,5,Inti,2020,Socfindo,TM,H132020,63,0.69,91.30434782608695
776,H13,Tugang,5,Inti,2022,Lonsum,TBM,H132022,415,2.99,138.79598662207357
777,H14,Tugang,5,Inti,2010,Socfindo,TM,H142010,2395,19.5,122.82051282051282
778,H14,Tugang,5,Inti,2020,Lonsum,TM,H142020,442,2.95,149.83050847457625
779,H14,Tugang,5,Inti,2021,Socfindo,TBM,H142021,832,6.5,128.0
780,H14,Tugang,5,Inti,2022,Socfindo,TBM,H142022,181,1.31,138.1679389312977
781,H15,Tugang,5,Inti,2010,Socfindo,TM,H152010,444,4.01,110.72319201995012
782,H15,Tugang,5,Inti,2020,Lonsum,TM,H152020,50,0.29,172.41379310344828
783,H15,Tugang,5,Inti,2021,Socfindo,TBM,H152021,476,3.62,131.49171270718233
784,H15,Tugang,5,Inti,2022,Socfindo,TBM,H152022,302,2.16,139.8148148148148
785,H17,Mulau,1,Plasma,2009,Lonsum,TM,H172009,2494,18.59,134.15814954276493
786,H17,Mulau,1,Plasma,2020,Socfindo,TM,H172020,78,0.12,650.0
787,H18,Mulau,1,Plasma,2009,Lonsum,TM,H182009,3149,23.14,136.0847018150389
788,H18,Mulau,1,Plasma,2020,Socfindo,TM,H182020,91,0.15,606.6666666666667
789,H19,Mulau,1,Plasma,2009,Lonsum,TM,H192009,2360,18.42,128.12160694896852
790,H19,Mulau,1,Plasma,2020,Socfindo,TM,H192020,80,0.37,216.21621621621625
791,H20,Mulau,1,Inti,2009,Lonsum,TM,H202009,2854,21.13,135.06862281116895
792,H20,Mulau,1,Inti,2020,Socfindo,TM,H202020,159,0.89,178.65168539325842
793,H21,Mulau,1,Inti,2009,Lonsum,TM,H212009,1951,17.490000000000002,111.54945683247568
794,H21,Mulau,1,Inti,2020,Socfindo,TM,H212020,65,0.22,295.45454545454544
795,H21,Mulau,1,Inti,2021,Socfindo,TBM,H212021,524,3.65,143.56164383561642
796,H21,Mulau,1,Inti,2022,Socfindo,TBM,H212022,531,3.56,149.1573033707865
797,H21,Mulau,1,Inti,2023,Socfindo,TBM,H212023,29,0.18,161.11111111111111
798,H23,Mulau,1,Inti,2010,Socfindo,TM,H232010,2987,22.56,132.40248226950357
799,H23,Mulau,1,Inti,2020,Socfindo,TM,H232020,129,0.51,252.94117647058823
800,H24,Mulau,1,Inti,2010,Lonsum,TM,H242010,1693,12.41,136.42224012892828
801,H24,Mulau,1,Inti,2020,Socfindo,TM,H242020,78,0.42,185.7142857142857
802,H25,Mulau,1,Inti,2009,Lonsum,TM,H252009,1321,9.88,133.70445344129553
803,H25,Mulau,1,Inti,2020,Socfindo,TM,H252020,47,0.28,167.85714285714283
804,H26,Mulau,1,Plasma,2009,Lonsum,TM,H262009,3840,27.67,138.77846042645464
805,H26,Mulau,1,Plasma,2020,Socfindo,TM,H262020,169,0.48,352.08333333333337
806,H27,Mulau,1,Plasma,2009,Lonsum,TM,H272009,1779,12.94,137.4806800618238
807,H27,Mulau,1,Plasma,2020,Socfindo,TM,H272020,100,0.43,232.5581395348837
808,H27,Mulau,1,Plasma,2021,Lonsum,TBM,H272021,99,0.69,143.47826086956522
809,H28,Mulau,1,Plasma,2009,Lonsum,TM,H282009,3196,24.31,131.46853146853147
810,H28,Mulau,1,Plasma,2020,Socfindo,TM,H282020,53,0.17,311.7647058823529
811,H28,Mulau,1,Plasma,2021,Socfindo,TBM,H282021,40,0.27,148.14814814814815
812,H29,Mulau,1,Inti,2009,Damimas,TM,H292009,1381,10.25,134.73170731707316
813,H29,Mulau,1,Inti,2020,Socfindo,TM,H292020,33,0.08,412.5
814,H30,Mulau,1,Inti,2010,Socfindo,TM,H302010,2872,21.84,131.5018315018315
815,H30,Mulau,1,Inti,2020,Socfindo,TM,H302020,160,0.8,200.0
816,H30,Mulau,1,Inti,2022,Socfindo,TBM,H302022,57,0.42,135.71428571428572
817,H31,Mulau,1,Inti,2010,Damimas,TM,H312010,1507,11.82,127.49576988155668
818,H31,Mulau,1,Inti,2020,Socfindo,TM,H312020,87,0.31,280.64516129032256
819,H31,Mulau,1,Inti,2022,Lonsum,TBM,H312022,222,1.37,162.04379562043795
820,H31,Mulau,1,Inti,2023,Sriwijaya,TBM,H312023,659,4.68,140.81196581196582
821,H32,Mulau,1,Inti,2010,Socfindo,TM,H322010,3834,30.57,125.4170755642787
822,H32,Mulau,1,Inti,2020,Socfindo,TM,H322020,505,3.5,144.28571428571428
823,H32,Mulau,1,Inti,2021,Socfindo,TBM,H322021,795,6.23,127.60834670947033
824,H32,Mulau,1,Inti,2022,Socfindo,TBM,H322022,681,4.93,138.13387423935092
825,H32,Mulau,1,Inti,2023,Sriwijaya,TBM,H322023,722,5.2,138.84615384615384
826,H33,Mulau,1,Inti,2010,Lonsum,TM,H332010,3870,31.52,122.7791878172589
827,H33,Mulau,1,Inti,2020,Socfindo,TM,H332020,283,1.61,175.77639751552798
828,H33,Mulau,1,Inti,2021,Socfindo,TBM,H332021,438,3.15,139.0476190476191
829,H33,Mulau,1,Inti,2022,Socfindo,TBM,H332022,573,3.89,147.30077120822622
830,H33,Mulau,1,Inti,2023,Topaz,TBM,H332023,111,0.86,129.06976744186048
831,H34,Mulau,1,Inti,2010,Lonsum,TM,H342010,2657,19.96,133.11623246492985
832,H34,Mulau,1,Inti,2020,Socfindo,TM,H342020,408,1.56,261.53846153846155
833,H38,Mulau,1,Plasma,2013,Lonsum,TM,H382013,698,10.35,67.43961352657006
834,H38,Mulau,1,Plasma,2021,Lonsum,TBM,H382021,400,3.05,131.14754098360658
835,H38,Mulau,1,Plasma,2022,Lonsum,TBM,H382022,289,0.2499999999999999,1156.0000000000005
836,H38,Mulau,1,Plasma,2023,Lonsum,TBM,H382023,30,0.28,107.14285714285714
837,H39,Mulau,1,Plasma,2013,Lonsum,TM,H392013,1074,9.57,112.2257053291536
838,H39,Mulau,1,Plasma,2020,Socfindo,TM,H392020,281,2.66,105.6390977443609
839,H39,Mulau,1,Plasma,2022,Lonsum,TBM,H392022,235,1.64,143.29268292682926
840,H40,Mulau,1,Plasma,2013,Lonsum,TM,H402013,1524,12.05,126.47302904564316
841,H40,Mulau,1,Plasma,2020,Socfindo,TM,H402020,451,4.76,94.74789915966387
842,H40,Mulau,1,Plasma,2022,Socfindo,TBM,H402022,147,1.1,133.63636363636363
843,H42,Mulau,1,Plasma,2013,Lonsum,TM,H422013,622,4.15,149.8795180722892
844,H42,Mulau,1,Plasma,2020,Socfindo,TM,H422020,450,5.55,81.08108108108108
845,H42,Mulau,1,Plasma,2022,Socfindo,TBM,H422022,557,3.65,152.60273972602738
846,H42,Mulau,1,Plasma,2023,Socfindo,TBM,H422023,56,0.42,133.33333333333331
847,H43,Mulau,1,Plasma,2022,Socfindo,TBM,H432022,488,3.53,138.24362606232296
848,H43,Mulau,1,Plasma,2023,Socfindo,TBM,H432023,204,1.41,144.6808510638298
849,H44,Mulau,1,Plasma,2013,Lonsum,TM,H442013,450,3.84,117.1875
850,H45,Mulau,1,Plasma,2013,Lonsum,TM,H452013,735,5.609999999999999,131.01604278074868
851,H45,Mulau,1,Plasma,2020,Socfindo,TM,H452020,574,5.49,104.55373406193078
852,H46,Mulau,1,Plasma,2013,Lonsum,TM,H462013,83,4.42,18.778280542986423
853,H46,Mulau,1,Plasma,2020,Socfindo,TM,H462020,892,6.75,132.14814814814815
854,H46,Mulau,1,Plasma,2022,Lonsum,TBM,H462022,2121,10.500000000000002,202.0
855,H47,Mulau,1,Plasma,2013,Lonsum,TM,H472013,2,2.21,0.9049773755656108
856,H47,Mulau,1,Plasma,2020,Socfindo,TM,H472020,469,3.95,118.73417721518987
857,H47,Mulau,1,Plasma,2022,Lonsum,TBM,H472022,1238,6.06,204.2904290429043
858,H48,Mulau,1,Plasma,2022,Lonsum,TBM,H482022,224,1.82,123.07692307692308
859,I01,Mulau,2,Inti,2011,Damimas,TM,I012011,1671,15.62,106.97823303457106
860,I01,Mulau,2,Inti,2020,Socfindo,TM,I012020,416,2.6500000000000004,156.98113207547166
861,I01,Mulau,2,Inti,2021,Socfindo,TBM,I012021,3950,30.36,130.10540184453228
862,I01,Mulau,2,Inti,2022,Socfindo,TBM,I012022,1887,13.29,141.9864559819413
863,I01,Mulau,2,Inti,2023,Socfindo,TBM,I012023,3300,25.23,130.79667063020213
864,I02,Mulau,2,Inti,2011,Lonsum,TM,I022011,1958,15.8,123.9240506329114
865,I02,Mulau,2,Inti,2020,Socfindo,TM,I022020,169,1.0,169.0
866,I02,Mulau,2,Inti,2021,Socfindo,TBM,I022021,239,1.74,137.35632183908046
867,I02,Mulau,2,Inti,2022,Lonsum,TBM,I022022,217,1.48,146.6216216216216
868,I02,Mulau,2,Inti,2023,Topaz,TBM,I022023,194,1.0,194.0
869,I03,Mulau,2,Inti,2011,Damimas,TM,I032011,1558,12.0,129.83333333333334
870,I03,Mulau,2,Inti,2020,Socfindo,TM,I032020,220,1.11,198.19819819819816
871,I03,Mulau,2,Inti,2022,Lonsum,TBM,I032022,116,0.85,136.47058823529412
872,I03,Mulau,2,Inti,2023,Topaz,TBM,I032023,431,4.65,92.68817204301077
873,I04,Mulau,2,Inti,2009,Damimas,TM,I042009,2940,21.89,134.30790315212428
874,I04,Mulau,2,Inti,2020,Socfindo,TM,I042020,77,0.26,296.15384615384613
875,I04,Mulau,2,Inti,2021,Socfindo,TBM,I042021,33,0.23,143.47826086956522
876,I05,Mulau,2,Plasma,2009,Socfindo,TM,I052009,3131,23.2,134.95689655172413
877,I05,Mulau,2,Plasma,2020,Socfindo,TM,I052020,112,0.82,136.58536585365854
878,I05,Mulau,2,Plasma,2021,Socfindo,TBM,I052021,87,0.63,138.0952380952381
879,I06,Mulau,2,Plasma,2009,Damimas,TM,I062009,4324,31.82818181818182,135.8544457456228
880,I06,Mulau,2,Plasma,2020,Socfindo,TM,I062020,229,1.461818181818182,156.6542288557214
881,I06,Mulau,2,Plasma,2021,Socfindo,TBM,I062021,30,0.21,142.85714285714286
882,I06,Mulau,2,Plasma,2023,Lonsum,TBM,I062023,127,0.98,129.59183673469389
883,I07,Mulau,2,Plasma,2011,Damimas,TM,I072011,174,1.23,141.46341463414635
884,I07,Mulau,2,Plasma,2023,Lonsum,TBM,I072023,148,1.23,120.32520325203252
885,I08,Mulau,2,Inti,2010,Lonsum,TM,I082010,1899,13.19,143.972706595906
886,I08,Mulau,2,Inti,2020,Socfindo,TM,I082020,76,0.43,176.7441860465116
887,I08,Mulau,2,Inti,2021,Socfindo,TBM,I082021,240,1.82,131.86813186813183
888,I08,Mulau,2,Inti,2022,Lonsum,TBM,I082022,205,1.49,137.58389261744966
889,I09,Mulau,2,Inti,2010,Damimas,TM,I092010,1782,13.52,131.80473372781066
890,I09,Mulau,2,Inti,2021,Socfindo,TBM,I092021,384,2.99,128.42809364548495
891,I09,Mulau,2,Inti,2022,Lonsum,TBM,I092022,293,1.38,212.31884057971013
892,I09,Mulau,2,Inti,2023,Lonsum,TBM,I092023,2,0.0,0.0
893,I10,Mulau,2,Inti,2010,Lonsum,TM,I102010,830,6.1,136.06557377049182
894,I10,Mulau,2,Inti,2021,Socfindo,TBM,I102021,39,0.29,134.48275862068965
895,I11,Mulau,2,Inti,2010,Damimas,TM,I112010,2669,19.51,136.80164018452078
896,I11,Mulau,2,Inti,2021,Socfindo,TBM,I112021,139,0.98,141.83673469387756
897,I11,Mulau,2,Inti,2023,Lonsum,TBM,I112023,55,0.0,0.0
898,I12,Mulau,2,Inti,2012,Damimas,TM,I122012,2595,21.78,119.14600550964188
899,I12,Mulau,2,Inti,2020,Socfindo,TM,I122020,943,6.05,155.86776859504133
900,I12,Mulau,2,Inti,2021,Socfindo,TBM,I122021,64,0.42,152.38095238095238
901,I12,Mulau,2,Inti,2022,Socfindo,TBM,I122022,698,3.76,185.6382978723404
902,I12,Mulau,2,Inti,2023,Lonsum,TBM,I122023,310,1.8,172.22222222222223
903,I13,Mulau,2,Inti,2012,Damimas,TM,I132012,3363,27.71,121.36412847347528
904,I13,Mulau,2,Inti,2020,Socfindo,TM,I132020,929,6.85,135.6204379562044
905,I13,Mulau,2,Inti,2021,Socfindo,TBM,I132021,2746,20.42,134.4760039177277
906,I13,Mulau,2,Inti,2022,Socfindo,TBM,I132022,1717,11.88,144.52861952861952
907,I13,Mulau,2,Inti,2023,Lonsum,TBM,I132023,26,0.0,0.0
908,I14,Mulau,3,Inti,2011,Socfindo,TM,I142011,5104,38.61,132.1937321937322
909,I14,Mulau,3,Inti,2020,Socfindo,TM,I142020,542,3.0000000000000004,180.66666666666663
910,I14,Mulau,3,Inti,2021,Socfindo,TBM,I142021,708,5.17,136.9439071566731
911,I14,Mulau,3,Inti,2022,Lonsum,TBM,I142022,194,1.33,145.86466165413532
912,I14,Mulau,3,Inti,2023,Lonsum,TBM,I142023,339,2.44,138.9344262295082
913,I15,Mulau,3,Inti,2011,Socfindo,TM,I152011,3238,25.52,126.88087774294672
914,I15,Mulau,3,Inti,2020,Socfindo,TM,I152020,578,3.54,163.27683615819208
915,I15,Mulau,3,Inti,2021,Socfindo,TBM,I152021,15,0.12,125.0
916,I15,Mulau,3,Inti,2022,Socfindo,TBM,I152022,280,1.91,146.59685863874347
917,I16,Mulau,3,Inti,2010,Socfindo,TM,I162010,4992,37.0,134.9189189189189
918,I16,Mulau,3,Inti,2020,Socfindo,TM,I162020,509,2.77,183.75451263537903
919,I16,Mulau,3,Inti,2022,Lonsum,TBM,I162022,420,2.57,163.4241245136187
920,I16,Mulau,3,Inti,2023,Lonsum,TBM,I162023,63,0.48,131.25
921,I17,Mulau,2,Inti,2011,Damimas,TM,I172011,2999,24.47,122.55823457294645
922,I17,Mulau,2,Inti,2020,Lonsum,TM,I172020,1150,8.27,139.05683192261185
923,I17,Mulau,2,Inti,2022,Lonsum,TBM,I172022,408,2.35,173.61702127659575
924,I17,Mulau,2,Inti,2023,Lonsum,TBM,I172023,388,2.47,157.08502024291496
925,I18,Mulau,2,Inti,2010,Damimas,TM,I182010,2762,20.38,135.52502453385674
926,I18,Mulau,2,Inti,2020,Lonsum,TM,I182020,556,3.73,149.06166219839142
927,I19,Mulau,3,Inti,2010,Socfindo,TM,I192010,1780,12.73,139.82717989002356
928,I19,Mulau,3,Inti,2020,Socfindo,TM,I192020,180,1.19,151.26050420168067
929,I20,Mulau,3,Plasma,2010,Socfindo,TM,I202010,3825,29.6793006993007,128.87769960463132
930,I20,Mulau,3,Plasma,2020,Socfindo,TM,I202020,617,4.310699300699301,143.1322291257726
931,I20,Mulau,3,Plasma,2021,Socfindo,TBM,I202021,70,0.53,132.0754716981132
932,I20,Mulau,3,Plasma,2022,Socfindo,TBM,I202022,904,5.91,152.9610829103215
933,I20,Mulau,3,Plasma,2023,Socfindo,TBM,I202023,113,0.85,132.94117647058823
934,I21,Mulau,3,Plasma,2010,Socfindo,TM,I212010,3457,30.463216783216783,113.48112133399444
935,I21,Mulau,3,Plasma,2020,Socfindo,TM,I212020,388,2.9867832167832167,129.90564491582964
936,I21,Mulau,3,Plasma,2021,Socfindo,TBM,I212021,161,1.35,119.25925925925924
937,I21,Mulau,3,Plasma,2022,Socfindo,TBM,I212022,341,1.47,231.97278911564624
938,I22,Mulau,3,Inti,2010,Socfindo,TM,I222010,2270,18.34,123.773173391494
939,I22,Mulau,3,Inti,2020,Socfindo,TM,I222020,166,0.42,395.2380952380952
940,I22,Mulau,3,Inti,2022,Socfindo,TBM,I222022,78,0.0,0.0
941,I23,Mulau,3,Inti,2010,Socfindo,TM,I232010,1821,14.7,123.87755102040816
942,I23,Mulau,3,Inti,2020,Socfindo,TM,I232020,108,0.44,245.45454545454547
943,I23,Mulau,3,Inti,2022,Socfindo,TBM,I232022,56,0.42,133.33333333333334
944,I24,Mulau,3,Inti,2011,Damimas,TM,I242011,1494,11.19,133.51206434316356
945,I24,Mulau,3,Inti,2020,Socfindo,TM,I242020,86,0.57,150.87719298245617
946,I25,Mulau,3,Inti,2011,Damimas,TM,I252011,623,5.069999999999999,122.87968441814596
947,I25,Mulau,3,Inti,2020,Socfindo,TM,I252020,36,0.03,1200.0
948,I25,Mulau,3,Inti,2021,Socfindo,TBM,I252021,274,2.16,126.85185185185183
949,I26,Mulau,3,Inti,2011,Damimas,TM,I262011,1722,12.75,135.05882352941177
950,I26,Mulau,3,Inti,2020,Socfindo,TM,I262020,136,0.61,222.9508196721312
951,I26,Mulau,3,Inti,2021,Socfindo,TBM,I262021,676,4.97,136.01609657947688
952,I27,Mulau,3,Inti,2011,Damimas,TM,I272011,1201,9.49,126.55426765015804
953,I27,Mulau,3,Inti,2020,Socfindo,TM,I272020,58,0.42,138.0952380952381
954,I28,Mulau,3,Inti,2010,Damimas,TM,I282010,2637,19.24,137.05821205821206
955,I28,Mulau,3,Inti,2020,Socfindo,TM,I282020,151,0.48,314.58333333333337
956,I28,Mulau,3,Inti,2021,Socfindo,TBM,I282021,162,1.11,145.94594594594594
957,I28,Mulau,3,Inti,2022,Socfindo,TBM,I282022,160,1.25,128.0
958,I30,Mulau,3,Inti,2011,Damimas,TM,I302011,643,4.81,133.67983367983368
959,I30,Mulau,3,Inti,2021,Socfindo,TBM,I302021,85,0.62,137.09677419354838
960,I31,Mulau,3,Inti,2011,Damimas,TM,I312011,836,6.46,129.41176470588235
961,I31,Mulau,3,Inti,2020,Socfindo,TM,I312020,20,0.06,333.33333333333337
962,I32,Mulau,3,Inti,2011,Damimas,TM,I322011,1883,14.64,128.62021857923497
963,I32,Mulau,3,Inti,2020,Socfindo,TM,I322020,88,0.23,382.6086956521739
964,J01,Mulau,4,Inti,2011,Lonsum,TM,J012011,2704,29.3,92.28668941979522
965,J01,Mulau,4,Inti,2020,Socfindo,TM,J012020,297,1.86,159.6774193548387
966,J01,Mulau,4,Inti,2022,Socfindo,TBM,J012022,884,3.8,232.63157894736844
967,J01,Mulau,4,Inti,2023,Lonsum,TBM,J012023,1092,4.7,232.3404255319149
968,J02,Mulau,4,Inti,2012,Lonsum,TM,J022012,1840,19.92,92.36947791164658
969,J02,Mulau,4,Inti,2021,Socfindo,TBM,J022021,860,6.34,135.6466876971609
970,J02,Mulau,4,Inti,2022,Socfindo,TBM,J022022,441,3.1,142.25806451612905
971,J02,Mulau,4,Inti,2023,Socfindo,TBM,J022023,50,0.24,208.33333333333331
972,J03,Mulau,4,Inti,2012,Lonsum,TM,J032012,357,5.66,63.07420494699647
973,J03,Mulau,4,Inti,2021,Socfindo,TBM,J032021,46,0.37,124.32432432432432
974,J03,Mulau,4,Inti,2022,Socfindo,TBM,J032022,28,0.2,140.0
975,J04,Mulau,4,Inti,2011,Lonsum,TM,J042011,3091,23.770000000000003,130.03786285233485
976,J04,Mulau,4,Inti,2020,Socfindo,TM,J042020,763,4.74,160.9704641350211
977,J05,Mulau,4,Inti,2011,Lonsum,TM,J052011,2289,16.98,134.80565371024736
978,J05,Mulau,4,Inti,2020,Socfindo,TM,J052020,737,5.42,135.97785977859778
979,J05,Mulau,4,Inti,2021,Socfindo,TBM,J052021,46,0.35,131.42857142857144
980,J06,Mulau,4,Inti,2011,Lonsum,TM,J062011,2081,15.980000000000002,130.2252816020025
981,J06,Mulau,4,Inti,2020,Socfindo,TM,J062020,910,5.279999999999999,172.34848484848487
982,J06,Mulau,4,Inti,2021,Socfindo,TBM,J062021,46,0.36,127.7777777777778
983,J06,Mulau,4,Inti,2022,Socfindo,TBM,J062022,44,0.27,162.96296296296296
984,J06,Mulau,4,Inti,2023,Socfindo,TBM,J062023,134,1.01,132.67326732673268
985,J07,Mulau,4,Inti,2011,Lonsum,TM,J072011,2526,18.51,136.46677471636954
986,J07,Mulau,4,Inti,2020,Socfindo,TM,J072020,662,4.21,157.24465558194774
987,J07,Mulau,4,Inti,2021,Socfindo,TBM,J072021,102,0.85,120.0
988,J07,Mulau,4,Inti,2022,Socfindo,TBM,J072022,34,0.24,141.66666666666669
989,J07,Mulau,4,Inti,2023,Lonsum,TBM,J072023,35,0.0,0.0
990,J08,Mulau,4,Inti,2011,Lonsum,TM,J082011,2966,30.630000000000003,96.8331700946784
991,J08,Mulau,4,Inti,2020,Lonsum,TM,J082020,376,2.63,142.96577946768062
992,J08,Mulau,4,Inti,2021,Socfindo,TBM,J082021,794,5.75,138.08695652173913
993,J08,Mulau,4,Inti,2022,Socfindo,TBM,J082022,456,2.91,156.70103092783506
994,J08,Mulau,4,Inti,2023,Lonsum,TBM,J082023,577,0.09,6411.111111111111
995,J09,Mulau,4,Inti,2011,Lonsum,TM,J092011,2518,19.54,128.86386898669397
996,J09,Mulau,4,Inti,2020,Socfindo,TM,J092020,980,6.34,154.57413249211356
997,J09,Mulau,4,Inti,2021,Lonsum,TBM,J092021,315,2.53,124.50592885375497
998,J09,Mulau,4,Inti,2022,Lonsum,TBM,J092022,177,1.42,124.64788732394366
999,J10,Mulau,4,Inti,2011,Lonsum,TM,J102011,2487,19.15,129.86945169712791
1000,J10,Mulau,4,Inti,2020,Socfindo,TM,J102020,775,4.88,158.81147540983608
1001,J10,Mulau,4,Inti,2021,Lonsum,TBM,J102021,36,0.23,156.52173913043478
1002,J10,Mulau,4,Inti,2023,Topaz,TBM,J102023,54,0.0,0.0
1003,J11,Mulau,4,Inti,2012,Lonsum,TM,J112012,2107,17.48,120.53775743707094
1004,J11,Mulau,4,Inti,2020,Lonsum,TM,J112020,623,4.36,142.88990825688072
1005,J11,Mulau,4,Inti,2023,Lonsum,TBM,J112023,73,0.4599999999999999,158.69565217391306
1006,J12,Mulau,4,Inti,2011,Lonsum,TM,J122011,2751,21.16,130.00945179584122
1007,J12,Mulau,4,Inti,2020,Lonsum,TM,J122020,586,4.1,142.9268292682927
1008,J12,Mulau,4,Inti,2021,Socfindo,TBM,J122021,969,6.92,140.02890173410404
1009,J12,Mulau,4,Inti,2022,Lonsum,TBM,J122022,320,2.6,123.07692307692308
1010,J13,Mulau,4,Inti,2011,Lonsum,TM,J132011,1697,13.32,127.40240240240242
1011,J13,Mulau,4,Inti,2020,Socfindo,TM,J132020,361,1.8,200.55555555555557
1012,J14,Mulau,4,Inti,2011,Lonsum,TM,J142011,2793,20.61,135.51673944687045
1013,J14,Mulau,4,Inti,2020,Socfindo,TM,J142020,276,1.12,246.42857142857144
1014,J14,Mulau,4,Inti,2021,Socfindo,TBM,J142021,1111,7.949999999999999,139.74842767295598
1015,J15,Mulau,5,Inti,2011,Lonsum,TM,J152011,2011,14.6,137.73972602739724
1016,J15,Mulau,5,Inti,2020,Socfindo,TM,J152020,86,0.11,781.8181818181819
1017,J16,Mulau,5,Inti,2011,Lonsum,TM,J162011,3777,28.27,133.6045277679519
1018,J16,Mulau,5,Inti,2020,Socfindo,TM,J162020,180,0.37,486.4864864864865
1019,J16,Mulau,5,Inti,2021,Lonsum,TBM,J162021,415,3.3,125.75757575757576
1020,J17,Mulau,4,Inti,2011,Lonsum,TM,J172011,1597,12.07,132.31151615575808
1021,J17,Mulau,4,Inti,2020,Socfindo,TM,J172020,106,0.3,353.33333333333337
1022,J18,Mulau,4,Inti,2011,Lonsum,TM,J182011,2768,21.2,130.56603773584905
1023,J18,Mulau,4,Inti,2020,Socfindo,TM,J182020,293,1.2,244.16666666666669
1024,J19,Mulau,4,Inti,2011,Lonsum,TM,J192011,2860,20.73,137.96430294259528
1025,J19,Mulau,4,Inti,2020,Socfindo,TM,J192020,162,0.67,241.79104477611935
1026,J20,Mulau,5,Inti,2011,Lonsum,TM,J202011,1614,12.25,131.75510204081633
1027,J20,Mulau,5,Inti,2020,Socfindo,TM,J202020,80,0.38,210.52631578947367
1028,J21,Mulau,5,Inti,2011,Lonsum,TM,J212011,1187,9.59,123.7747653806048
1029,J21,Mulau,5,Inti,2020,Socfindo,TM,J212020,73,0.38,192.10526315789477
1030,J22,Mulau,5,Inti,2011,Lonsum,TM,J222011,2735,20.59,132.83147158814958
1031,J22,Mulau,5,Inti,2020,Socfindo,TM,J222020,53,0.06,883.3333333333334
1032,J23,Mulau,5,Inti,2011,Lonsum,TM,J232011,1140,9.28,122.84482758620688
1033,J23,Mulau,5,Inti,2021,Lonsum,TBM,J232021,174,1.2100000000000002,143.80165289256198
1034,J24,Mulau,4,Plasma,2012,Lonsum,TM,J242012,206,2.9,71.0344827586207
1035,J25,Mulau,4,Plasma,2011,Lonsum,TM,J252011,2727,24.09,113.20049813200498
1036,J25,Mulau,4,Plasma,2020,Lonsum,TM,J252020,470,3.28,143.29268292682926
1037,J25,Mulau,4,Plasma,2021,Socfindo,TBM,J252021,3655,26.51,137.87250094304036
